,video,description
0,mixkit-an-upset-young-woman-by-the-window-32056.mp4,An upset young woman by the window
0,mixkit-girl-listens-to-music-and-dances-happily-4856.mp4,"Girl dressed in blue, walking through an empty park, while listening to music and dancing happily."
0,mixkit-a-woman-walking-on-the-beach-on-a-sunny-day-1208.mp4,Woman wearing a bikini walking on the sand near the seashore at the beach on a sunny day. A girl enjoying vacations. Fitness girl on the beach.
0,mixkit-woman-doing-mountain-climber-exercise-726.mp4,"A woman with her hair in a bun wearing grey toned active wear performs mountain climber exercise in a gym, cross fit equipment in the background."
0,mixkit-girl-doing-sit-ups-lying-on-the-floor-4591.mp4,"Girl doing sit-ups, lying on the wooden floor in a white room, with bed, wardrobe and a shelf."
0,mixkit-girl-meditating-in-yoga-pose-in-a-park-4892.mp4,"Girl smiling while meditating in yoga pose in a park with people, grass, trees and birds during a sunny afternoon."
0,mixkit-woman-running-fast-on-a-running-track-32792.mp4,"Woman on her back in sportswear running fast on a track with blue lanes, on a sunny day."
0,mixkit-thoughtful-woman-with-glasses-28729.mp4,Thoughtful woman with glasses
0,mixkit-couple-chatting-and-drinking-beer-on-a-beach-44540.mp4,"A couple of a man and a woman having a friendly chat, while drinking beer, on the terrace of a house on a sunny beach."
0,mixkit-silhouette-of-a-girl-dancing-energetically-in-the-dark-33896.mp4,"Young woman dancing vehemently in the dark, illuminated by bars of purple light and surrounded by party smoke."
0,mixkit-friends-running-on-the-beach-towards-the-sea-21237.mp4,Friends running on the beach towards the sea
0,mixkit-girls-watching-a-horror-movie-4655.mp4,"Girls in a room, sitting on a sofa watching a horror movie, while jumping for a scare."
0,mixkit-the-silhouette-of-a-woman-at-sunrise-4397.mp4,Close-up shot of the silhouette of a woman breathing and meditating on a beach and the sunrise in the background.
0,mixkit-business-partners-meeting-4813.mp4,"A man and a woman business partners, in a meeting in a large empty room, while he asks questions and smiles she nods."
0,mixkit-couple-of-urban-models-posing-for-the-camera-42303.mp4,Women with urban style pose and look at the camera in a spot with neon lights and graffiti on the walls.
0,mixkit-fashion-model-with-sunglasses-and-a-flower-43178.mp4,Curly-haired woman smelling a pink flower while wearing heart-shaped sunglasses with a city in the background.
0,mixkit-a-woman-reading-a-book-at-a-coffee-shop-225.mp4,Woman reading a book and drinking coffee at a coffee shop.
0,mixkit-people-ending-a-business-meeting-4802.mp4,"Two people finishing a meeting in an office, at a table with sheets with graphics, pens and technological gadgets, as they say goodbye and leave."
0,mixkit-winter-fashion-cold-looking-woman-concept-video-39874.mp4,"Fashion model woman made up with winter concept, with ornaments around her."
0,mixkit-young-woman-overthinking-32019.mp4,Young woman overthinking
0,mixkit-excited-girl-talking-on-video-call-with-her-cell-phone-8745.mp4,"Young girl chatting by video call on her cell phone sitting on a sofa at home, smiling and talking excited, surprised and with many facial expressions."
0,mixkit-walking-over-an-old-railway-tracks-in-the-winter-31942.mp4,Walking over an old railway tracks in the winter
0,mixkit-girl-working-on-the-floor-of-a-library-4518.mp4,Girl working on a tablet on the floor of a library while flipping through a book.
0,mixkit-worried-and-sad-woman-hugging-a-cushion-4513.mp4,"Woman with black hair and green shirt worried and sad sitting on an armchair in a room, while hugging a cushion."
0,mixkit-silhouette-of-urban-dancer-in-smoke-33898.mp4,Silhouette of an urban curly-haired dancer dancing among a cloud of smoke and a light.
0,mixkit-blonde-black-friday-model-with-money-fans-herself-13294.mp4,Blonde black friday model with money fans herself
0,mixkit-woman-preparing-her-lunch-in-the-morning-42908.mp4,Woman preparing her morning lunch by beating eggs in her kitchen at home.
0,mixkit-cute-happy-couple-lying-on-the-grass-4671.mp4,"Cute couple in love lying on the grass, while looking at each other and smiling."
0,mixkit-young-woman-dancing-and-spinning-in-a-dark-studio-39881.mp4,"Young woman dancing and spinning fast moving a blue cloth in her hand, in a dark place under dim blue and pink lights."
0,mixkit-strong-woman-training-weightlifting-in-a-gym-44414.mp4,"Strong woman with sports clothes, training weightlifting, in a gym with stationary bikes and a couple of shelves with many weights of all kinds."
0,mixkit-a-woman-using-a-tablet-1784.mp4,Woman sitting in a startup environment works on her iPad or tablet.
0,mixkit-woman-walking-on-the-beach-1111.mp4,Woman casually walking along the beach on a sunny day
0,mixkit-couple-kissing-on-the-cheek-930.mp4,A young woman with long brown hair wearing a white shirt is kissed on the cheek by her partner.
0,mixkit-girl-in-sportswear-stretching-her-body-outdoors-40749.mp4,"Young woman stretching her body leaning on a railing outside, surrounded by trees, on a sunny afternoon."
0,mixkit-couple-dancing-in-nightclub-303.mp4,A couple dancing together in a nightclub. There are disco lights flashing and people dancing in the background.
0,mixkit-young-woman-waking-up-in-the-morning-42896.mp4,"Young woman waking up in the morning, lying in her bed, and wearing her pajamas."
0,mixkit-professional-woman-working-in-an-office-42664.mp4,"Professional woman working on a computer in an office, taking notes of some graphs in a notebook."
0,mixkit-intense-mixed-martial-arts-combat-between-two-women-40985.mp4,"Intense mixed martial arts combat in the ring of a gym, between two young women who give quick punches and kicks."
0,mixkit-two-business-people-walk-in-an-office-hall-315.mp4,A woman and man both wearing glasses and black suits walk through an office hallway as they speak to each other.
0,mixkit-man-and-woman-upset-after-having-argued-4714.mp4,"Couple of man and woman, annoyed after having argued, lamenting and she thoughtful and sad."
0,mixkit-face-of-a-woman-meditating-on-a-sunny-beach-44522.mp4,"Face of a woman meditating on a sunny beach, breathing slow and deep and moving her neck, with a small hill covered in blurry vegetation behind."
0,mixkit-woman-leaning-against-luxury-black-car-69.mp4,A blonde  woman wearing  a black leather jacket and sunglasses reclining against a black sports car. The car is parked on the side of a road surrounded by hills. Cars pass by in the background.
0,mixkit-a-cute-couple-playing-on-the-grass-4688.mp4,"A man and a woman playing in a field with grass, during a bright afternoon, while cars pass by in the distance."
0,mixkit-portrait-of-a-fashion-woman-with-silver-makeup-39875.mp4,"Portrait of a young woman with silver makeup wearing white, looking straight into the camera, under the snow in a cold environment."
0,mixkit-girl-with-her-arms-in-the-air-while-doing-yoga-32761.mp4,"Girl in red clothes, doing yoga stretching her arms in the air, in the middle of an immense plain in a desert, with mountains around."
0,mixkit-closeup-of-young-woman-thinking-about-decision-15776.mp4,Closeup of young woman thinking about decision
0,mixkit-young-stressed-woman-with-headache-25592.mp4,"Stressed girl with a headache, making gestures of displeasure, while massaging the hundreds."
0,mixkit-woman-celebrating-in-her-desk-23719.mp4,Woman celebrating in her desk
0,mixkit-fitness-girl-running-through-a-forest-40759.mp4,Young sporty woman running among the trees a forest on a hot sunny afternoon.
0,mixkit-woman-with-bouquet-spinning-in-the-hill-25012.mp4,Woman with  bouquet spinning in the hill
0,mixkit-woman-getting-into-drivers-seat-of-luxury-vehicle-73.mp4,A  woman with blonde hair wearing  a black leather jacket approaches a black car. She opens the door and gets into the car. In the background there are cars passing by on  a busy road.
0,mixkit-female-doctor-visiting-a-sick-girl-4554.mp4,"Female doctor in a gown and stethoscope watching a little sick girl at home while talking to her mother, she touches the girl's forehead and points things on a sheet."
0,mixkit-excited-woman-running-towards-the-sunset-at-the-seaside-37021.mp4,Excited woman running towards the sunset at the seaside
0,mixkit-a-pair-of-employees-working-in-a-call-center-4603.mp4,"A man and a woman working in a call center, sitting at a desk, in front of computers, wearing headphones with microphones on, while the woman turns and smiles."
0,mixkit-date-between-two-girl-friends-in-a-coffee-shop-41813.mp4,"Date between two girl friends in a cafeteria, with coffee and bread in one shot from above."
0,mixkit-woman-working-on-a-computer-in-a-boardroom-4807.mp4,"Young woman, working on a computer, on a wooden table, in a living room, with a blackboard on a wall in an entrepreneurial environment."
0,mixkit-professional-woman-working-on-graphs-in-the-office-42665.mp4,"Professional woman working on a computer in graphs in the office, taking notes in a notebook."
0,mixkit-entrepreneurs-working-in-the-office-chroma-background-42638.mp4,Two young co-workers discuss and work on their computers with a green screen in the background.
0,mixkit-happy-woman-walking-on-the-beach-1213.mp4,A woman smiling and wearing a bikini walking on the sand near the seashore at the beach on a sunny day. A girl enjoying vacations. Fitness girl on the beach.
0,mixkit-group-of-young-people-talking-about-their-presentation-4788.mp4,"Group of young people in a circle talking about their next performance, in a dance gym with a large mirror, while a girl stays outside chatting on her phone."
0,mixkit-girls-recording-themselves-dancing-in-a-colorful-place-42276.mp4,"Two cool girls filming while they are dancing at a colorful spot, wearing flashy, old-fashioned clothing."
0,mixkit-young-woman-applying-skin-care-cream-on-face-33201.mp4,Young woman applying skin care cream on face
0,mixkit-urban-woman-listen-music-462.mp4,"Brunette woman wearing an open yellow blouse with a top and glasses while listening to music with her headphones, with the clear blue sky in the background."
0,mixkit-old-fashion-woman-dancing-at-home-41341.mp4,Old fashion woman wearing sunglasses in her house dances while she looks at the camera and moves her arms.
0,mixkit-makeup-artist-working-in-her-beauty-salon-40540.mp4,Professional makeup artist putting makeup on a bride prior to her wedding in a beauty salon.
0,mixkit-woman-having-fun-at-a-nightclub-333.mp4,Woman wearing a black dress having fun at a nightclub walking through the place.
0,mixkit-girl-running-during-sunset-ties-her-shoelaces-4851.mp4,"Ground view of a girl running in a park at sunset, while she stops and ties her shoelaces."
0,mixkit-urban-fashion-female-models-43276.mp4,Two urban fashion female models sitting on an old convertible car in a parking lot in a building.
0,mixkit-woman-speaking-on-stage-at-business-conference-13194.mp4,Woman speaking on stage at business conference
0,mixkit-woman-researching-on-the-computer-4713.mp4,"Woman reclining in an armchair with a computer on her legs scrolling on a page, with a lit Christmas tree to one side."
0,mixkit-woman-with-thumbs-up-in-nature-portrait-32847.mp4,"Woman with thumbs up in nature, portrait"
0,mixkit-woman-working-out-with-dumbbells-1313.mp4,"A woman with long hair in a ponytail wearing black activewear uses dumbbells to perform an arm workout, with other dumbbells and gym equipment in the background."
0,mixkit-girl-looking-at-the-likes-in-her-post-4914.mp4,"Young woman walking straight ahead, smiling with her attention on her cell phone, while a three-dimensional likes counter floats near her phone, and with a large mural in the background."
0,mixkit-sad-woman-crying-calmly-in-the-dark-33208.mp4,Sad woman crying calmly in the dark
0,mixkit-woman-sipping-from-a-mug-at-home-660.mp4,"A woman with long brown hair wearing a black hat and wrapped in a woven blanket sits drinking from a mug, white curtains over a window in the background."
0,mixkit-woman-working-with-microscope-in-the-lab-23140.mp4,Woman working with microscope in the lab
0,mixkit-cute-couple-dancing-on-the-streets-4667.mp4,"Cute couple of fiancees dancing happily through the streets of a big city, during a beautiful sunset."
0,mixkit-couple-arguing-in-the-kitchen-4501.mp4,"Couple arguing aggressively focusing on the woman, with a kitchen shelf in the background."
0,mixkit-low-view-of-a-contemporary-dancer-43215.mp4,Close full shot of a barefoot contemporary dancer wearing black dancing in a dusty abandoned building.
0,mixkit-female-boxer-resting-after-her-training-40264.mp4,Female boxer with bandaged hands resting on the ropes of the boxing ring after her training.
0,mixkit-young-woman-running-with-mask-on-the-street-5352.mp4,"Girl running on the street with masks, front view and close to the shot, with the panorama of the street out of focus in the background, with cars, trees, the sidewalk and the sun lighting up."
0,mixkit-strict-teacher-scolds-his-student-4791.mp4,"Focus on a strict teacher in a suit and glasses in a classroom, scolding his student, while she crestfallen laments."
0,mixkit-happy-woman-dances-wildly-in-an-office-4620.mp4,"Happy formally dressed woman dances wildly with joy in an office, and throws papers into the air."
0,mixkit-portrait-of-a-woman-in-a-pool-on-the-beach-44534.mp4,"Portrait of a young woman wearing sunglasses in an ocean-view pool on a sunny beach, looking captivatingly at the camera."
0,mixkit-enterprising-mom-plays-with-her-baby-while-working-33046.mp4,Enterprising mom plays with her baby while working
0,mixkit-people-recording-a-podcast-in-a-studio-2948.mp4,A bearded man hears a young woman with short black hair talking as they record a podcast or radio show in a recording studio.
0,mixkit-woman-dances-in-front-of-an-ocean-villa-1307.mp4,A woman in a dress spins and smiles in front of an ocean villa.
0,mixkit-bike-ride-of-a-couple-through-a-city-park-41875.mp4,Bike ride of a young couple through a sunny city park.
0,mixkit-scared-woman-in-danger-walking-with-a-knife-41817.mp4,Face of a scared woman in distress walking with a knife down a darkened hallway.
0,mixkit-girl-dancing-at-a-nightclub-350.mp4,The silhouette of a woman dancing in a nightclub. Red and blue lights flash. There is a screen on the wall showing an abstract video with red lights.
0,mixkit-hands-of-a-woman-yoga-position-on-the-land-of-32756.mp4,"Hands of a woman sitting in a yoga position on the ground, wearing a red dress and a blue pashmina that the wind slowly blows."
0,mixkit-young-entrepreneurs-on-phone-call-42637.mp4,Two young entrepreneurs having phone calls with their cell phones on a chroma green background.
0,mixkit-young-woman-meditating-in-prayer-pose-in-the-middle-of-32762.mp4,"Young woman in prayer pose while meditating peacefully in the middle of a great desert with mountains around, while the air moves her clothes and hair."
0,mixkit-woman-playing-an-acoustic-guitar-outside-653.mp4,Pan video of a woman playing acoustic guitar outdoors on a sunny day.
0,mixkit-woman-taking-notes-5979.mp4,Woman taking notes
0,mixkit-woman-working-on-a-computer-in-an-office-44786.mp4,"Young woman in a formal suit, working in front of a computer in an elegant office, in a close shot of her hands slowly going up to her face."
0,mixkit-young-woman-running-in-a-sports-center-32811.mp4,"Woman in sportswear running profile view in a sports center, with trees, grass, courts and other facilities, during a sunny day."
0,mixkit-women-walking-through-fashion-mall-shopping-9060.mp4,Women walking through fashion mall shopping
0,mixkit-addicted-woman-surrounded-by-her-vices-4732.mp4,"Addicted woman sitting on a sofa, smelling a cigarette, surrounded by bottles of alcohol, pills and rolled banknotes."
0,mixkit-tired-woman-in-the-office-28748.mp4,Tired woman in the office
0,mixkit-woman-running-happily-on-the-beach-1015.mp4,"A young woman with long brown hair wearing a white dress runs, jumps, and smiles on the beach, large rocks and palm trees in the background."
0,mixkit-portrait-of-a-happy-smiling-woman-4859.mp4,Portrait of a happy woman with cute blue eyes while smiling on the street with unfocused background.
0,mixkit-student-girl-from-the-front-smiling-on-a-green-background-28307.mp4,"Young female student with a backpack and books in her hand looking straight into the lens smiling happily as she straightens her hair, on a green background."
0,mixkit-businesswoman-in-glasses-talking-on-mobile-phone-311.mp4,Young business woman who wears a black suit with a white blouse and wears glasses talking on the phone with her iPhone or smartphone. She looks to the camera and smile before hang her call she is in a coworking office or business lounge in a corporate building in an entrepreneurial environment.
0,mixkit-married-couple-violently-arguing-4522.mp4,Marriage arguing aggressively with shoving and slapping inside a domestic kitchen with a wooden table.
0,mixkit-pair-of-female-friends-having-fun-on-a-night-out-42299.mp4,"Couple of friends having fun on a night out, recording themselves in a nightclub, in a boomerang video."
0,mixkit-woman-giving-motivational-talk-on-dark-stage-with-bright-lights-13222.mp4,Woman giving motivational talk on dark stage with bright lights
0,mixkit-woman-sleeping-in-her-bed-in-dim-blue-light-33550.mp4,Woman sleeping in her bed in dim blue light
0,mixkit-ghost-in-the-hall-1986.mp4,Woman scary ghost wearing a dark dress with her long black hair covering her face standing on an abandoned place.
0,mixkit-sad-girl-envies-other-women-4717.mp4,"Sad girl watches a couple of happy girlfriends with shopping bags, while lamenting her envy."
0,mixkit-woman-stressed-and-wailing-profile-view-4700.mp4,"Blond-haired woman in profile, stressed and wailing with her hands to her face inside a room."
0,mixkit-happy-woman-imagining-while-holding-bills-33452.mp4,Happy woman imagining while holding bills
0,mixkit-woman-happy-with-her-weight-loss-6032.mp4,Woman happy with her weight loss
0,mixkit-frustrated-woman-throws-paperwork-on-the-floor-4526.mp4,"Brunette girl in a green shirt frustrated with her work, throws her sheets on the floor of her living room and puts her hands on her head."
0,mixkit-woman-smiles-while-using-mobile-app-8791.mp4,Woman smiles while using mobile app
0,mixkit-young-female-employee-having-a-video-call-with-a-client-4844.mp4,"Young employee smiling, while having a video call with a client, and showing her a sheet with a graph."
0,mixkit-girl-from-the-front-walking-through-a-park-4825.mp4,"Girl from the front dressed in blue, walking through a park without people, while smiling happily."
0,mixkit-girl-eating-a-glazed-donut-with-a-milkshake-40831.mp4,"Young woman eating a glazed donut with colored chocolates and a milkshake, on a pink background."
0,mixkit-portrait-of-a-female-entrepreneur-working-at-an-office-36958.mp4,Portrait of a female entrepreneur working at an office
0,mixkit-woman-walking-in-a-sunflower-field-9631.mp4,Woman walking in a sunflower field
0,mixkit-woman-doing-squats-752.mp4,A young woman in activewear does squats while holding a red ball between her hands and lifting it above her head when she rises.
0,mixkit-annoyed-woman-working-in-a-room-4517.mp4,"Annoyed woman working with some papers and a calculator, on the tables in a nice room with plants."
0,mixkit-police-officer-talking-to-a-woman-4727.mp4,Bearded police officer using a tablet talking to a woman outside her home on a sunny day.
0,mixkit-couple-on-a-swing-on-a-beach-4631.mp4,"Happy couple in love riding a swing on a beach with people, and the sea in the background during a sunny day."
0,mixkit-young-woman-exercising-in-a-gym-44428.mp4,"Young and athletic woman exercising by climbing a wooden platform with dumbbells in her hands, in a gym with machines and exercise equipment."
0,mixkit-contemporary-dancer-dancing-43198.mp4,Full shot of a young contemporary dancer wearing a long black dress dancing in an abandoned spot.
0,mixkit-beating-the-eggs-for-breakfast-42906.mp4,"Young woman beating eggs to prepare breakfast in the kitchen, in the morning."
0,mixkit-happy-woman-in-white-dress-runs-to-the-sea-37040.mp4,Happy woman in white dress runs to the sea
0,mixkit-woman-doing-yoga-by-the-sea-at-sunset-33066.mp4,Woman doing yoga by the sea at sunset
0,mixkit-student-girl-trying-to-solve-equations-on-the-whiteboard-29981.mp4,"Young student girl looks around doubtful and embarrassed in her classroom in front of a white board, trying to solve equations."
0,mixkit-nurse-talks-with-woman-laying-in-hospital-bed-5568.mp4,Nurse talks with woman laying in hospital bed
0,mixkit-strong-female-mixed-martial-arts-fighter-40991.mp4,Strong and intense semi-professional mixed martial arts combat between two women in a ring with a referee.
0,mixkit-woman-getting-ready-in-front-of-a-mirror-42733.mp4,"Young woman getting ready in front of a mirror, adjusting her hair and placing her earrings well."
0,mixkit-girl-promoting-social-media-apps-42310.mp4,"Funny girl promoting different social media networks while is dancing, in a colorful and fun sequence."
0,mixkit-close-up-of-a-woman-thinking-28734.mp4,Close up of a woman thinking
0,mixkit-nostalgic-woman-watching-the-sunset-by-the-window-25145.mp4,Nostalgic woman watching the sunset by the window
0,mixkit-the-couple-dancing-happily-at-home-42262.mp4,A young couple dancing happily in their living room. A girl dances with her boyfriend happily enjoying her relationship.
0,mixkit-woman-meditating-sitting-in-a-desert-32753.mp4,"Young woman wearing a red dress with a blue cloth around it, sitting on the ground of a desert plane, surrounded by rocks and the wind moving her clothes."
0,mixkit-woman-exercising-by-climbing-a-platform-44426.mp4,"Woman in sportswear, exercising by climbing up a thirty inch platform with small dumbbells in her hands, in a gym."
0,mixkit-girl-dancing-in-nightclub-302.mp4,Smiling woman dancing at a nightclub wearing a  black dress. There are disco lights flashing and screens showing abstract videos on the wall behind her.
0,mixkit-girl-singing-into-the-microphone-4743.mp4,"Detail view of a person singing into the microphone, with the background out of focus."
0,mixkit-a-couples-walk-after-a-bike-ride-41871.mp4,"Slow walk of a couple after a bike ride through a sunny park, full of trees and benches."
0,mixkit-lamenting-ghost-at-a-abandoned-spot-1991.mp4,A lamenting woman ghost wearing a black dress in the dirty bathroom of an abandoned building.
0,mixkit-coworkers-informal-meeting-153.mp4,Entrepreneur coworkers having an informal meeting in a startup office. A man and a woman talking about work.
0,mixkit-woman-working-in-an-office-flips-smiling-4876.mp4,"Well-dressed adult woman, working on a computer, in an office, turns smiling towards the camera."
0,mixkit-couple-sitting-on-a-sofa-back-to-back-4574.mp4,"A boy and a girl sitting on a gray sofa, turning their backs, while they are focused on their cell phone."
0,mixkit-man-falls-asleep-hugging-his-wife-3208.mp4,"A man texts in his bed next to his sleeping partner, then leaves his cell phone, turns off the light and lies down and hugs her."
0,mixkit-woman-dancing-alone-in-the-club-332.mp4,A woman wearing a black dress dancing alone in a nightclub in front of screens that project figures.
0,mixkit-woman-spins-in-a-circle-at-the-beach-1306.mp4,A woman in a dress spins around at the water's edge of a tropical beach.
0,mixkit-real-estate-development-woman-during-sunset-4854.mp4,"Silhouette of a real estate development woman with a protective helmet, carrying papers in her hand, positioning herself in the center of the shot, with the city in the background, during a warm sunrise."
0,mixkit-woman-is-happy-with-her-weight-4509.mp4,"Woman happy with her body having lost weight, in a beautifully designed room, a white painted brick wall, and a rug."
0,mixkit-strong-woman-exercising-with-a-platform-in-a-gym-44427.mp4,"Strong woman in sportswear exercising by repeatedly climbing on a platform with dumbbells in her hands, in a gym."
0,mixkit-woman-listening-to-music-lying-on-a-sofa-43383.mp4,Portrait of a young woman lying on a sofa while listening and enjoying music with her headphones and combing her hair.
0,mixkit-face-of-a-fighter-exhausted-during-a-fight-40988.mp4,Sweaty and bruised face of a young female mixed martial arts fighter exhausted while wiping the sweat with her hands.
0,mixkit-woman-taking-a-walk-in-the-autumnal-forest-33503.mp4,Woman taking a walk in the autumnal forest
0,mixkit-blonde-girl-surfing-the-internet-at-the-office-23017.mp4,Blonde girl surfing the Internet at the office
0,mixkit-a-long-haired-woman-singing-on-stage-478.mp4,A long-haired singer singing with a microphone on a stage with a red spotlight.
0,mixkit-woman-exercising-with-a-weighted-ball-in-a-gym-44423.mp4,"Athletic woman working out by throwing a weighted ball and doing squats, in a shot that follows her movement."
0,mixkit-portrait-of-a-jugglery-woman-making-a-fire-hoop-43681.mp4,"Portrait of a juggled woman making a fire ring with two fans lit with fire, in one place, old, worn and abandoned."
0,mixkit-girl-reading-a-book-sitting-near-a-window-42741.mp4,Young woman reading a book sitting by a window with a view of nature on a sunny day.
0,mixkit-face-of-a-woman-while-the-wind-moves-her-hair-32755.mp4,"Face of a woman with her eyes closed in a closed shot, with makeup and some tree leaves painted in the hundreds, while the seeing moves her hair, with the sky in the background."
0,mixkit-brown-eye-closeup-17702.mp4,Brown eye closeup
0,mixkit-front-view-of-a-female-runner-in-the-start-position-588.mp4,"A female runner in the start position. Athlete training her start position. Bottom and front view. Grandstand background. A girl improving her sprint start technique. A young woman wearing sport clothes, leggings, tennis and sport long sleeve t-shirt."
0,mixkit-scientist-student-solving-formulas-on-a-blackboard-4619.mp4,"Young female science student in a robe writing formulas on a whiteboard, while turning around and smiling directly at the camera."
0,mixkit-woman-looking-in-rear-view-mirror-43185.mp4,Curly-haired young woman in red heart-shaped sunglasses looks into the rearview mirror of a car.
0,mixkit-faces-of-a-group-of-friends-drinking-wine-outdoors-42732.mp4,"Faces of a group of friends drinking wine, talking and laughing outdoors, surrounded by trees in nature."
0,mixkit-mysterious-pale-looking-fashion-woman-at-winter-39878.mp4,"Mysterious young woman with silver hair, pale and cold appearance and a white dress, while holding a silver branch with leaves and the snow falls slowly and gently."
0,mixkit-young-woman-from-behind-walking-in-nature-32748.mp4,"Woman from behind with black sportswear, walking along a path in the middle of a park with many tall trees with thin trunks, grass and other vegetation."
0,mixkit-silhouette-of-a-woman-walking-along-the-beach-31361.mp4,Silhouette of a woman walking along the beach
0,mixkit-girl-working-on-her-tablet-257.mp4,A girl wearing big earrings smiles while she reads on her tablet while sitting on a grey armchair. In the background there is a kitchen and people hanging about.
0,mixkit-urban-women-looking-at-the-camera-in-a-car-43275.mp4,Two urban female models sitting inside an old white convertible car in a building parking lot.
0,mixkit-woman-smokes-marijuana-with-a-glass-pipe-40575.mp4,Close-up shot of a woman's mouth lighting a marijuana-filled glass pipe and then expelling the smoke.
0,mixkit-woman-playing-with-her-hair-16189.mp4,Woman playing with her hair
0,mixkit-creative-woman-writing-ideas-on-sticky-notes-for-marketing-project-9124.mp4,Creative woman writing ideas on sticky notes for marketing project
0,mixkit-women-in-a-hundu-dress-dancing-slowly-4545.mp4,"Two smiling women in Hindu dresses and points between their brows, dancing with slow hand movements."
0,mixkit-two-friends-looking-at-the-cell-phone-in-a-coffee-43266.mp4,"Going out between friends to talk in a cafeteria, one of them shows images on her cell phone to the other."
0,mixkit-curvy-hair-model-in-a-vehicle-43191.mp4,Woman with long curly hair posing in a convertible car while she touches the steering wheel and wears red sunglasses.
0,mixkit-woman-exercising-in-her-living-room-42898.mp4,"Woman exercising in her living room, doing push-ups, surrounded by many plants and with incense."
0,mixkit-two-young-friends-laughing-and-fooling-around-in-a-coffee-41225.mp4,"Two young friends laughing and joking sitting at a table in an outdoor cafe, having a couple of milkshakes and a dessert."
0,mixkit-woman-lighting-a-marijuana-cigarette-40841.mp4,"Close-up scene of a woman lighting a marijuana cigarette with a lighter, and then taking the smoke out of her mouth."
0,mixkit-a-healthy-couple-running-on-a-treadmill-1321.mp4,Vertical video of a healthy couple running on a treadmill at a gym. A man and a woman wearing sportswear doing exercise together. Slow motion shot of an athletic couple on treadmills.
0,mixkit-woman-typing-on-her-cell-phone-43270.mp4,A young brown-haired woman typing a social media message on her smartphone in a coffee shop.
0,mixkit-profile-face-of-a-woman-meditating-in-a-desert-32765.mp4,"Profile face of a woman meditating with closed eyes, under the sunset sun, in a great desert, and the wind blowing her hair and clothes."
0,mixkit-a-woman-dancing-in-front-of-a-green-screen-23572.mp4,A woman dancing in front of a green screen
0,mixkit-a-girl-walking-on-the-beach-1223.mp4,A young woman wearing a black bikini and a black beach shirt walking on the sand near of beach rocks and palms trees.
0,mixkit-womans-portrait-wearing-a-bikini-at-the-beach-1215.mp4,A woman wearing a black bikini walking in the seashore and playing with the water.
0,mixkit-woman-exercising-with-a-ball-in-a-gym-44430.mp4,"View from below of a strong young woman in a gym working out, doing repetitions throwing a weighted ball."
0,mixkit-athletic-woman-working-out-throwing-a-weighted-ball-44425.mp4,"Woman athlete from the back exercising in a gym, doing squats and throwing a weighted ball, leaning against a wall."
0,mixkit-woman-with-flowers-and-pink-clothes-43195.mp4,Portrait of a young woman with pink glasses who wears pink urban fashion holding a small bouquet of yellow flowers.
0,mixkit-young-woman-giving-a-big-bite-a-donut-40830.mp4,"Portrait of a young woman taking a big bite out of a donut with icing sugar filled with pastry cream, on a white background."
0,mixkit-worried-and-sad-woman-during-a-phone-call-39790.mp4,Very worried and sad girl during a phone call inside her apartment at dusk.
0,mixkit-woman-frustrated-at-seeing-her-face-in-a-mirror-33462.mp4,Woman frustrated at seeing her face in a mirror
0,mixkit-woman-walking-through-a-park-with-dry-trees-and-leaves-32618.mp4,"Woman dressed in black walking slowly through a park with many trees, vegetation and dry leaves on the ground."
0,mixkit-hand-caressing-the-wheat-grain-28759.mp4,Hand caressing the wheat grain
0,mixkit-a-young-womans-portrait-at-the-beach-1221.mp4,A young woman's portrait wearing a white beach dress walking on the sand near to palm trees on a sunny day.
0,mixkit-woman-standing-on-a-deck-1125.mp4,"A woman with long blonde hair wearing a white t-shirt and black bikini bottoms stands on a wooden deck smiling, with the beach and palm trees in the background."
0,mixkit-lonely-woman-alone-with-a-balloon-6104.mp4,Lonely woman alone with a balloon
0,mixkit-woman-walking-down-the-street-watching-her-cell-phone-4891.mp4,"Woman walking down the street, distracted on her cell phone, as cars pass by, on a sunny afternoon."
0,mixkit-masseur-giving-a-massage-in-a-spa-4744.mp4,"Man giving a relaxing massage to a girl lying on her stomach with her back uncovered with an ointment, in a spa."
0,mixkit-portrait-of-a-very-surprised-happy-woman-43831.mp4,"Portrait of a happy and very surprised young woman, making surprise gestures and smiling looking at the camera, with a plant to one side and a blue background."
0,mixkit-student-girl-sitting-in-an-armchair-in-her-classroom-28318.mp4,"Student girl with glasses sitting in an armchair in her classroom copying in her notebook, with a window behind."
0,mixkit-adult-woman-in-the-mirror-frustrated-by-her-wrinkles-4515.mp4,"Adult woman in a turtleneck sweater looking in the mirror while touching her face, frustrated by her wrinkles."
0,mixkit-extroverted-woman-in-a-colorful-retro-style-43586.mp4,"Portrait of an outgoing woman in a colorful retro style with pink glasses, while dancing captivatingly, in a room of colors and lights."
0,mixkit-friends-taking-a-selfie-in-a-car-43196.mp4,Two female friends in a convertible are smiling as they take selfies with a cell phone.
0,mixkit-young-woman-smells-her-flower-bouquet-42595.mp4,Blue-eyed blonde woman smells a bouquet of flowers during a date on Valentine's Day.
0,mixkit-woman-eating-salad-and-sandwich-26084.mp4,"View from above and close to a table while a woman eats a sandwich and serves salad on a plate, with a glass of water."
