,video,description
0,mixkit-lizard-over-a-trunk-at-nature-closeup-1473.mp4,"A lizard resting on a trunk at nature. Animals in their habitat. Agama, small dragon, iguana."
0,mixkit-small-boat-in-a-great-heavenly-place-4997.mp4,"Small boat traveling in the water of a large turquoise blue lake, with islands and formations, and in the background large hills covering the bottom, seen from the sky."
0,mixkit-slow-aerial-tour-through-a-mist-covered-forest-28342.mp4,"Aerial tour above a forest covered in thick mist, with a couple of mountains in the background and the glare of the sun in the clouds in the sky."
0,mixkit-girl-meditating-under-the-wind-in-the-desert-32754.mp4,"Wind in a wide desert moving the fabric of a woman's dress, sitting on the ground peacefully meditating in yoga pose."
0,mixkit-tree-branches-in-the-breeze-1188.mp4,"Leaf covered branches of a tree sway in the breeze, a clear blue sky above."
0,mixkit-couple-meditation-on-a-peaceful-beach-44518.mp4,"Couple meditating sitting on the sand of a peaceful and sunny beach, near a peninsula with a rocky archipelago."
0,mixkit-fire-in-front-of-tree-trunk-567.mp4,"Fire flames dance in front of a tree trunk, other green vegetation in the background."
0,mixkit-people-skiing-on-the-mountain-4016.mp4,"People skiing on the mountain with the ski lift working, in the background a snowy mountain and the sky"
0,mixkit-flying-over-a-peaceful-and-sunny-beach-42495.mp4,"Traveling through the air a peaceful and sunny beach, with the clear turquoise blue sea gently waving."
0,mixkit-silhouette-of-a-woman-doing-yoga-at-sunset-4420.mp4,"A woman against the light doing a meditation pose while on the ground during sunset, the shot rises and changes the focus towards the horizon full of hills that fade the further away they are."
0,mixkit-sunset-perspective-in-the-city-3983.mp4,"Sunlight in the afternoon, with a sky turning dark blue, and the silhouettes of the trees moving with the wind and the buildings in the distance."
0,mixkit-cloudy-sky-118.mp4,"Clouds move across the clear blue sky, then slowly become darker."
0,mixkit-person-inside-a-tent-with-dog-576.mp4,"A person sits inside a tent with the flap door open, through with a campfire is visible, and a black dog sitting next to the fire. Int he background, a body of water and trees."
0,mixkit-view-above-the-clouds-that-cover-a-large-forest-39713.mp4,Take above the thick clouds moving with the wind that slowly cover a large forest covered with abundant trees.
0,mixkit-turquoise-blue-water-bay-from-above-5008.mp4,"Flying over a bay full of beaches, trees, small islands and mountains around, with the turquoise blue sea, during a sunny day."
0,mixkit-rocky-waterfall-on-a-river-in-nature-25542.mp4,"Rocky waterfall, while the water falls slowly in great jets, surrounded by trees and plants, on a cloudy afternoon."
0,mixkit-two-people-hiking-114.mp4,"Two people in hiking gear hike through desert type ground, walking towards green trees and bushes."
0,mixkit-clear-water-and-a-tropical-island-1577.mp4,Turquoise sea with a couple walking on the sand that is covered with sea water. Landscape beach with blue sky on a sunny day.
0,mixkit-daisy-flowers-near-a-big-waterfall-19501.mp4,Daisy flowers facing the sun on a spring day with a large waterfall in the background
0,mixkit-leaves-under-a-blue-sky-1185.mp4,"Small green leaves move gently in a breeze, a blue sky in the background."
0,mixkit-couple-meditating-on-the-sand-on-a-beach-44517.mp4,"Man and woman meditating sitting on the sand on a sunny and calm beach, outlined by a hill covered with lots of vegetation."
0,mixkit-flying-over-a-beautiful-tropical-landscape-5369.mp4,"Aerial tour of a tropical landscape, with sea, beach, jungle environments, the sea, and large hills covered with trees, during a sunny day."
0,mixkit-texture-of-the-flora-of-a-forest-in-detail-5027.mp4,"Texture of the base of a tree with two trunks in nature, with grass, moss, branches and leaves, while the sun is discovered behind a trunk, creating beautiful lens flares."
0,mixkit-flying-over-tree-covered-mountains-41545.mp4,"Flying over fields and mountains covered with trees and vegetation, to see beyond them."
0,mixkit-sea-waves-in-a-little-bay-1954.mp4,Top aerial shot of sea waves in a little bay with mountains full of trees.
0,mixkit-little-rocky-river-in-the-woods-18162.mp4,Small stream of water running over walls of rocks in the woods
0,mixkit-sunflower-close-up-111.mp4,A large sunflower on a sky blue background
0,mixkit-road-surrounded-by-mountains-2392.mp4,Road surrounded by mountains and nature on a day with cloudy and foggy.
0,mixkit-close-up-to-a-couple-of-hikers-43162.mp4,Close-up of a couple of hikers admiring the scenery during a stop on a hiking trail.
0,mixkit-traveling-on-a-nature-road-at-dusk-41575.mp4,"Point of view traveling on a curvy road through nature surrounded by a lot of vegetation and trees, at dusk."
0,mixkit-white-tiger-resting-in-the-woods-6803.mp4,White tiger resting in the woods
0,mixkit-paradise-port-on-an-island-2883.mp4,"A port with a water plane arriving, boats anchored on a small island of white sand and turquoise blue sea."
0,mixkit-aerial-view-of-a-large-river-43605.mp4,"Slow aerial view of a large calm river, surrounded by abundant trees and vegetation, in a slowly rising shot."
0,mixkit-purple-flowers-1184.mp4,"Lilac bellflowers move gently in a breeze, a blue sky in the background."
0,mixkit-flying-through-the-clouds-with-the-radiant-sun-14171.mp4,Video moving through giant clouds lit gently by the sun
0,mixkit-couple-walking-in-the-forest-43148.mp4,A man and a woman hiking in a park in a forest near the mountains in nature.
0,mixkit-view-of-a-beautiful-beach-full-of-rocks-4371.mp4,"View of a beautiful beach full of rocks on a sunny day, people walk from one side to another, and the clouds move with the view, in the background there are small hills covered by trees and houses."
0,mixkit-pair-of-brown-bears-in-the-field-4071.mp4,"A couple of brown bears rest in the field, one of them is eating. Brown rocks in the background"
0,mixkit-rock-formation-of-an-archipelago-shot-from-above-44398.mp4,"Rock formation of an archipelago on a sunny afternoon, while the small waves of the sea break at its base foaming in a slowly approaching shot from above."
0,mixkit-lens-flares-from-the-sun-through-the-out-of-focus-trees-34372.mp4,"Flashes of light in the lens, seeing the sunlight passing through the leaves of the trees, with the blue sky in the background, in an unfocused view."
0,mixkit-aerial-view-of-a-forest-with-cabins-2788.mp4,Aerial view of a green forest with several cabins with rustic tiles during the tour
0,mixkit-person-by-a-campfire-514.mp4,"A person wearing a cowboy hat sits by a campfire at night, drinking from a can."
0,mixkit-snowing-in-a-foggy-forest-slow-motion-35040.mp4,"Snowing in a foggy forest, slow motion"
0,mixkit-aerial-shot-of-a-small-isthmus-44399.mp4,"Aerial shot of a small isthmus on a sunny afternoon, with two small beaches and a couple of hills on the sides covered with trees and vegetation."
0,mixkit-bunches-of-unopened-flowers-1891.mp4,Bunches of pink unopened flowers full of drops of water.
0,mixkit-aerial-panorama-of-a-coast-and-its-reliefs-36615.mp4,"Beach in an archipelago covered with trees and vegetation, seen from above with a drone."
0,mixkit-beautiful-coast-with-motorboats-and-a-pier-seen-from-the-5363.mp4,"Aerial shot of a coast at the foot of a huge hill covered with trees and vegetation, with a pier and boats in the water, during a sunny day."
0,mixkit-cabin-on-rainy-day-2738.mp4,"Country house with roof of tiles on a cloudy rainy day, seen from below."
0,mixkit-wild-red-flowers-pan-view-82.mp4,Slow panning of red flowers with and out of focus background in a forest.
0,mixkit-tree-branche-under-the-rain-in-the-woods-6782.mp4,Tree branche under the rain in the woods
0,mixkit-3d-simulation-of-a-red-sunset-at-sea-33919.mp4,3D simulation of a red sunset at sea
0,mixkit-traveling-to-the-dream-world-through-the-clouds-14165.mp4,Point of view video travelling through clouds at twilight heading towards the sun partially covered with dark clouds
0,mixkit-flying-through-the-clouds-over-the-sea-30297.mp4,Flying through the clouds over the sea
0,mixkit-woman-and-man-doing-yoga-together-on-a-beach-44519.mp4,"Woman and man doing yoga together on a sunny beach, next to two small hills covered by a lot of vegetation."
0,mixkit-detailed-view-of-the-dry-herbs-of-a-desert-5028.mp4,"Dried grass in a desert seen up close moving in the wind, with the afternoon sun in the background hiding behind many trees."
0,mixkit-waves-on-the-sand-of-a-sunny-beach-44400.mp4,"Close view of the small and gentle waves arriving on the sand of a beach with an archipelago, during a sunny afternoon."
0,mixkit-white-flowers-openning-14922.mp4,White flowers openning
0,mixkit-colors-reflected-in-a-water-surface-3906.mp4,"Mix of green, gray and white colors, reflected on the surface of the water, while its waves travel slowly through the shot, seen from close up."
0,mixkit-sun-hiding-between-hills-on-the-horizon-3980.mp4,"Round sun hiding between the hills on the horizon, with the sky colored yellow, and a building under construction surrounded by some trees."
0,mixkit-sunset-in-the-desert-on-the-shore-of-an-oasis-31525.mp4,Sunset in the desert on the shore of an oasis
0,mixkit-meadow-covered-with-grass-and-trees-in-the-blazing-sun-40657.mp4,"Small hill covered with grass and trees, under the bright sun that peeks out between the branches of the trees."
0,mixkit-touring-a-lake-in-nature-from-the-top-41398.mp4,Traveling through the air the shore of a lake in a meadow surrounded by the many trees of a forest.
0,mixkit-yellow-flower-macro-close-up-1899.mp4,"Yellow flower with large leaves, macro close up."
0,mixkit-water-falling-over-stones-2186.mp4,Black stone waterfall with water falling over rocks.
0,mixkit-aerial-panorama-of-a-landscape-with-mountains-and-a-lake-42491.mp4,"Panorama from the top of a natural landscape with mountains, a road and a lake, during a sunny day."
0,mixkit-couple-walk-around-a-lake-in-nature-41538.mp4,"Couple walk through nature, with a boy and a girl, around a lake in the middle of a forest."
0,mixkit-aerial-tour-above-a-large-river-43612.mp4,"Aerial tour over a large river with some boats and surrounded by a lot of vegetation, abundant trees, and some houses."
0,mixkit-flock-flying-around-a-tree-during-sunset-34007.mp4,Flock flying around a tree during sunset
0,mixkit-pacific-ocean-background-in-3d-with-birds-in-a-sunset-33922.mp4,Picturesque ocean background with seagulls at sunset
0,mixkit-sunset-in-the-open-sea-from-the-top-of-a-38948.mp4,Sunset views of the open sea from the top of a peaceful beach with a hill lined with palm trees.
0,mixkit-yellow-bird-on-tree-branch-4666.mp4,"Small yellow bird perched on a tree branch, while looking around, inside a bird sanctuary on a sunny day."
0,mixkit-sunset-on-the-beach-between-the-leaves-of-a-palm-44501.mp4,"Sunset seen from behind the leaves of a palm tree, with sunlight passing through its leaves, on a quiet beach."
0,mixkit-woman-and-a-butterfly-in-a-field-of-lavender-962.mp4,A woman smells lavender in a field with a butterfly nearby.
0,mixkit-woman-doing-yoga-outdoors-4878.mp4,"Woman on a mat doing yoga in nature on top of the grass, during sunset."
0,mixkit-aerial-shot-of-a-beach-next-to-a-forest-of-44365.mp4,"Aerial landscape of a beach covered in palm trees with a gigantic forest behind, and mountains covering the horizon."
0,mixkit-tree-reflected-in-a-pond-1202.mp4,Green tree reflected in a pond with water waves and a fish.
0,mixkit-set-of-plateaus-seen-from-the-heights-in-a-sunset-26070.mp4,"Landscape around a few plateaus seen from above, covered with grass and trees, with a path, and sunlight near the horizon."
0,mixkit-man-looking-at-the-horizon-raises-his-hands-33546.mp4,Man looking at the horizon raises his hands
0,mixkit-red-flowers-wet-from-the-rain-33139.mp4,Red flowers wet from the rain
0,mixkit-aurora-borealis-timelapse-4033.mp4,"Time lapse of an impressive Northern Lights of greenish tones, with the silhouette of two mountains on the sides and the sky with moving stars."
0,mixkit-traveling-by-drone-over-a-peninsula-of-a-small-isthmus-44402.mp4,"Traveling by drone over a hill in a peninsula covered with trees, reaching a small isthmus with beaches on both sides."
0,mixkit-blue-sky-with-clouds-moving-with-the-wind-26112.mp4,"Clear blue sky as the clouds move and travel with the wind, on a clear and sunny day."
0,mixkit-dense-layer-of-clouds-before-a-storm-9311.mp4,Dense layer of clouds before a storm
0,mixkit-herd-of-deer-in-the-forest-10997.mp4,Herd of deer in the forest
0,mixkit-sunlight-through-the-branches-being-moved-by-the-wind-3969.mp4,"Abundant tree branches with the bright sun in the background sky, while the wind gently moves the branches and leaves."
0,mixkit-view-of-tall-trees-and-clear-sky-561.mp4,Angled view of treetops seen from below.
0,mixkit-small-waterfall-523.mp4,"A small waterfall runs in the crevice of a cliff, it lands in a small pond."
0,mixkit-gorgeous-forest-and-mountain-and-a-meadow-with-yellow-flowers-9869.mp4,Gorgeous forest and mountain and a meadow with yellow flowers
0,mixkit-view-of-the-ocean-from-the-top-of-a-peninsula-42498.mp4,"Ocean background with views from the top of a peninsula, with a view to the horizon outlined by a hill, during a sunny day."
0,mixkit-dynamic-drone-ride-over-an-isthmus-44401.mp4,"Dynamic drone ride over a sunny isthmus with a rocky archipelago, a couple of parallel beaches and a couple of hills with lots of vegetation."
0,mixkit-defocused-view-of-the-sunset-reflection-in-the-sea-34363.mp4,Texture of out-of-focus ocean waves reflecting the dim light of sunset.
0,mixkit-landscape-of-a-mountainous-valley-at-sunrise-27028.mp4,Landscape of a mountainous valley at sunrise
0,mixkit-drops-of-water-falling-in-a-puddle-2208.mp4,Water falling into a puddle in a forest.
0,mixkit-aerial-shot-of-a-peninsula-and-the-sea-44369.mp4,"Aerial shot of a huge mountainous peninsula covered with trees and other flora, in a slow journey from high above the sea."
0,mixkit-young-people-walking-through-a-forest-43152.mp4,A couple of young people walking through the forest with hiking equipment during a sunless afternoon.
0,mixkit-floral-garden-full-of-flowers-of-different-colors-30309.mp4,Floral garden full of flowers of different colors
0,mixkit-dog-and-owner-playing-with-a-ball-in-a-creek-1495.mp4,"A person wearing a black baseball hat, a black t-shirt and khaki shorts stands ankle deep in a creek and throws a tennis ball to a yellow labrador retriever. The dog chases the ball, splashing in the river as it runs."
0,mixkit-aerial-shot-of-a-paradise-island-2888.mp4,Small paradise island with luxury beach cabins and a long pier in the middle of a clear blue sea and white sand.
0,mixkit-natural-seashore-landscape-1082.mp4,"The sea meets a beach surrounded by green cliffs, barely any human structures in sight, a clear sky in the background."
0,mixkit-flying-low-over-a-large-river-in-nature-43609.mp4,"Flying low and slowly over a large river in nature, surrounded by abundant trees, other vegetation and some large houses."
0,mixkit-flying-by-drone-over-a-sunny-peninsula-44403.mp4,"Flying by drone over a small peninsula with an isthmus with beaches and vegetation around it, under the light of the afternoon sun."
0,mixkit-couple-looking-at-a-landscape-in-nature-43161.mp4,A man embracing his wife as they gaze into the distance at a morning's mountainous forest landscape.
0,mixkit-wind-moving-the-high-branches-of-a-tree-3984.mp4,"Top of a large tree, while the air moves its branches and the blue sky in the background with a few blurred clouds."
0,mixkit-blue-sky-seen-directly-with-some-clouds-moving-21574.mp4,"Almost cloudless blue sky seen directly above, with some thin clouds of steam moving slowly, creating different random shapes."
0,mixkit-happy-businessman-raises-hands-seen-from-behind-32841.mp4,Happy businessman raises hands seen from behind
0,mixkit-flying-over-a-palm-covered-beach-44364.mp4,"Aerial tour over a sunny beach surrounded by a dense forest of palm trees, and mount them covering the horizon."
0,mixkit-milky-way-time-lapse-14266.mp4,"Milky Way, time-lapse"
0,mixkit-beautiful-pink-flower-under-the-rain-closeup-7280.mp4,Beautiful pink flower under the rain closeup
0,mixkit-relaxing-landscape-of-the-sea-and-the-sun-31642.mp4,Relaxing landscape of the sea and the sun
0,mixkit-natural-stone-pier-at-the-beach-2668.mp4,White stone pier at a beach with crystal clear water and several shades of blue in the sea.
0,mixkit-rocky-cape-seen-from-above-5012.mp4,"Aerial view above a rocky cape, with the sea breaking on the rocks at its base, with a couple of people standing on the shore, during a bright afternoon."
0,mixkit-flying-over-the-sea-during-sunset-44370.mp4,"Aerial shot traveling above the sea with a view of the horizon with some hills, as the sun approaches the horizon for sunset."
0,mixkit-face-of-a-woman-meditating-on-a-sunny-beach-44522.mp4,"Face of a woman meditating on a sunny beach, breathing slow and deep and moving her neck, with a small hill covered in blurry vegetation behind."
0,mixkit-sunset-seen-at-sea-from-a-coast-aerial-shot-38859.mp4,"Slow journey over the sea of a coast, watching directly the sun discover itself between the hills of the coast during a sunset."
0,mixkit-beautiful-beach-surrounded-by-nature-seen-from-above-5371.mp4,"Beautiful panorama of a beach between hills full of nature, seen from the heights, with palm trees, boats, hotels and tourists, during a sunny day."
0,mixkit-dynamic-drone-tour-of-a-beach-at-sunset-44404.mp4,"Dynamic drone tour of a beach with many palm trees, some stilt houses, and surrounding mountains, under the afternoon sun."
0,mixkit-aerial-tour-over-a-beach-at-sunset-44366.mp4,"Slow aerial tour over a beach covered with palm trees, with a view of the horizon during sunset that reflects its light on the sea."
0,mixkit-starry-sky-on-a-quiet-night-in-the-forest-31613.mp4,Starry sky on a quiet night in the forest
0,mixkit-shore-of-a-calm-lake-with-sand-grass-and-rocks-41562.mp4,"Shore of a calm lake with sand, grass and rocks, while small drops of rain fall in the water, in a view from the ground."
0,mixkit-tiny-flycatcher-on-a-branch-20329.mp4,Tiny Flycatcher on a branch
0,mixkit-black-and-orange-tarantula-walking-vertical-shot-1482.mp4,Vertical closeup video of a black and orange tarantula walking in slow motion. Hairy arachnid in its habitat.
0,mixkit-man-practicing-yoga-on-a-hot-beach-44520.mp4,"Young man practicing yoga on the sand of a hot beach, with a hill with lots of vegetation and trees behind."
0,mixkit-girl-with-her-arms-in-the-air-while-doing-yoga-32761.mp4,"Girl in red clothes, doing yoga stretching her arms in the air, in the middle of an immense plain in a desert, with mountains around."
0,mixkit-forest-in-the-mountains-aerial-view-1764.mp4,Aerial shot of a forest in the mountains near of agriculture fields.
0,mixkit-parrot-eating-close-up-7094.mp4,Parrot eating close up
0,mixkit-little-pink-flowers-on-a-tree-1870.mp4,Little pink flowers on a tree with green leaves being moved by the wind.
0,mixkit-valley-in-the-mountains-with-a-cloudy-sky-9839.mp4,Valley in the mountains with a cloudy sky
0,mixkit-winter-snow-on-a-tree-branch-9431.mp4,Winter snow on a tree branch
0,mixkit-tulips-on-blue-background-9443.mp4,Tulips on blue background
0,mixkit-butterfly-on-small-yellow-flowers-18732.mp4,Butterfly on small yellow flowers
0,mixkit-tree-branches-and-leaves-close-up-3982.mp4,"Green leaves, branches and trunks of a tree seen in detail, while the air moves them slightly, flashes of light cover the image."
0,mixkit-closeup-of-lavender-field-566.mp4,Lavender flowers swaying in a field.
0,mixkit-aerial-shot-of-a-river-in-nature-43607.mp4,"Aerial panorama around a large river surrounded by abundant trees and vegetation, with some mansions on the hills, during sunset."
0,mixkit-timelapse-of-the-sky-behind-a-mountain-43160.mp4,Timelapse of a mountain and the sky behind seen from a forest with dry trees during a sunny afternoon.
0,mixkit-excited-woman-running-towards-the-sunset-at-the-seaside-37021.mp4,Excited woman running towards the sunset at the seaside
0,mixkit-sunrise-sun-flare-in-the-snowy-mountains-31620.mp4,Sunrise sun flare in the snowy mountains
0,mixkit-white-daisy-flower-field-in-the-meadow-19506.mp4,White daisy flower field in the meadow
0,mixkit-aerial-tour-over-the-bank-of-a-river-43608.mp4,"Slow low air travel over the shore of a calm river, covered by abundant trees and other vegetation, in the afternoon."
0,mixkit-water-plane-in-a-paradise-sea-2877.mp4,Turquoise sea with a water plane floating with the engines running in calm waters.
0,mixkit-sports-car-parked-next-to-a-highway-53.mp4,"Close up shot of a black sports car with an air intake scoop on the bonnet, next to a highway."
0,mixkit-drops-falling-into-the-water-of-a-pond-26111.mp4,"Water from a pond reflecting the blue of the sky and green herbs, while a few small drops fall creating waves, distorting the reflection."
0,mixkit-water-from-a-rocky-waterfall-falling-to-the-bottom-of-25547.mp4,"Water fall from a rocky waterfall, colliding strongly with the stones at the bottom, while generating foam when falling."
0,mixkit-man-and-woman-meeting-and-hugging-on-a-beach-44526.mp4,"Man and woman meeting and hugging each other tightly and affectionately, in a view of the facade of a beach house surrounded by many palm trees on a sunny day."
0,mixkit-exploring-the-jungle-among-plants-and-palm-trees-32977.mp4,Exploring the jungle among plants and palm trees
0,mixkit-flying-in-a-3d-sky-with-clouds-and-a-shining-31529.mp4,Flying in a 3D sky with clouds and a shining sun
0,mixkit-beautiful-wet-and-green-panorama-taken-from-above-5360.mp4,"Flying over a mountain that covers a large plain with different types of vegetation divided into plots, and surrounded by rocky mountains and in the background a mountain range fading with the horizon."
0,mixkit-field-full-of-dandelions-34699.mp4,Field full of dandelions
0,mixkit-aerial-view-of-a-river-with-people-in-and-around-43615.mp4,"Aerial view of a river with people swimming in it and many others lying around on the grass, with many trees everywhere, and in a shot that slowly rises and allows us to see the large buildings of the city in the distance."
0,mixkit-beautiful-blue-peacock-in-nature-12558.mp4,Beautiful blue peacock in nature
0,mixkit-the-sun-setting-on-the-horizon-of-a-cloudy-mountain-39705.mp4,"Sunset on the horizon of a landscape of a mountain range covered by thick white clouds, seen from above."
0,mixkit-3d-sunset-at-sea-with-birds-flying-around-34006.mp4,3D sunset at sea with birds flying around
0,mixkit-portrait-of-a-woman-in-a-pool-on-the-beach-44534.mp4,"Portrait of a young woman wearing sunglasses in an ocean-view pool on a sunny beach, looking captivatingly at the camera."
0,mixkit-hiking-couple-taking-a-selfie-43150.mp4,A couple in love take selfies for their social networks while hiking in the woods.
0,mixkit-fog-covering-an-autumnal-forest-time-lapse-34856.mp4,"Fog covering an autumnal forest, time-lapse"
0,mixkit-small-stream-in-a-forest-in-spring-slow-motion-26989.mp4,"Small stream in a forest in spring, slow motion"
0,mixkit-multicolor-frog-closing-its-eyes-closeup-shot-1468.mp4,"Multicolor frog closing its eyes on a trunk at nature, closeup shot. Animal closeup, little frog, toad, anuran, amphibian. Vertical video of a frog."
0,mixkit-hands-of-a-woman-yoga-position-on-the-land-of-32756.mp4,"Hands of a woman sitting in a yoga position on the ground, wearing a red dress and a blue pashmina that the wind slowly blows."
0,mixkit-iguazu-falls-landscape-11060.mp4,Iguazu Falls landscape
0,mixkit-hungry-chicks-in-the-nest-7292.mp4,Hungry chicks in the nest
0,mixkit-natural-landscape-is-seen-from-above-44409.mp4,"Natural landscape covered with trees and vegetation, with mountains, some lakes and mist, in a shot from above."
0,mixkit-flying-low-above-a-great-river-43606.mp4,"Flying low, quickly above a large river surrounded by lots of vegetation and abundant trees, during sunset."
0,mixkit-romantic-couple-sitting-on-the-shore-of-a-lake-41580.mp4,"Romantic couple sitting on a log on the shore of a lake in nature, surrounded by grass and a forest."
0,mixkit-young-woman-meditating-in-prayer-pose-in-the-middle-of-32762.mp4,"Young woman in prayer pose while meditating peacefully in the middle of a great desert with mountains around, while the air moves her clothes and hair."
0,mixkit-flashing-neon-light-triangles-forming-a-3d-tunnel-31531.mp4,Flashing neon light triangles forming a 3D tunnel
0,mixkit-white-lotus-flower-in-a-pond-with-floating-leaves-18733.mp4,White lotus flower in a pond with floating leaves
0,mixkit-aerial-shot-of-a-natural-environment-covered-with-trees-44408.mp4,"Aerial shot of a natural environment covered with abundant trees, with some small lakes, hills and a thin layer of mist."
0,mixkit-sunset-in-an-aerial-shot-over-the-sea-44373.mp4,"View of the sunset in an aerial shot traveling over the sea, with a view of the horizon outlined by the sea and some hills."
0,mixkit-couple-drinking-coffee-outdoors-43173.mp4,A young couple drinks coffee on a crisp morning at a spring camping and hiking area.
0,mixkit-flame-burning-wood-in-the-dark-3457.mp4,Fanned flame burning wood in the dark.
0,mixkit-field-of-yellow-flowers-shallow-focus-18735.mp4,"Field of yellow flowers, shallow focus"
0,mixkit-tropical-island-landscape-view-4692.mp4,"View of the tropical island landscape, from a hill with houses, palm trees and many trees, and in the distance the hills that surround the sea, on a sunny day."
0,mixkit-woman-reading-in-a-hammock-on-a-sunny-beach-44527.mp4,"Young woman reading a book quietly, sitting in a hammock on a sunny and paradisiacal beach, with palm trees around."
0,mixkit-sea-waves-breaking-on-the-rocks-front-view-9294.mp4,"Sea waves breaking on the rocks, front view"
0,mixkit-beach-with-many-palm-trees-in-a-shot-from-the-44407.mp4,"Beach with many palm trees in a shot from above, with a forest behind and many mountains covered by mist, during sunset."
0,mixkit-drone-tour-of-a-coast-at-sunset-44405.mp4,"Fast aerial drone tour of a beach with many palm trees, some stilt houses and mountains around, at sunset."
0,mixkit-time-lapse-view-of-a-mountain-281.mp4,Time-lapse of a natural landscape with mountains and clouds passing while the sky gradually darkens.
0,mixkit-dry-leaves-from-autumn-on-the-ground-1692.mp4,Slider shot of dry leaves from autumn on the ground close up.
0,mixkit-cinematic-aerial-view-of-countryside-meadow-5565.mp4,Cinematic aerial view of countryside meadow
0,mixkit-couple-walking-through-a-meadow-among-many-cows-41565.mp4,Couple of boy and girl walking hand in hand through a meadow among many cows that feed on grass and grass.
0,mixkit-beautiful-river-with-rocks-and-mountains-in-the-background-10065.mp4,Beautiful river with rocks and mountains in the background
0,mixkit-woman-and-man-having-a-nice-chat-on-a-beach-44521.mp4,"Portrait of a young woman having a nice chat with a man, while they drink a drink, in a stilt house on the beach with palm trees around."
0,mixkit-speedy-aerial-tour-of-a-sunny-beach-44378.mp4,"Fast drone aerial tour of a sunny beach, with many palm trees, stilt houses, mountains and some people walking on the sand."
0,mixkit-dynamic-drone-tour-of-a-sunny-beach-44376.mp4,"Dynamic and fast drone tour through a sunny and peaceful beach, with many palm trees and some stilt houses."
0,mixkit-small-bubbles-underwater-180.mp4,Small bubbles rising underwater with a black background.
0,mixkit-white-flowers-moving-in-a-clear-sky-6869.mp4,White flowers moving in a clear sky
0,mixkit-impressive-meteor-shower-seen-from-a-mountain-19477.mp4,Impressive meteor shower seen from a mountain
0,mixkit-ducks-around-a-dirty-and-polluted-river-25554.mp4,"Some ducks in the grass around a river of dirty, trash-polluted water floating around it on a sunny day."
0,mixkit-lizard-looking-for-dinner-in-nature-1484.mp4,"Brown lizard walking and looking for dinner over a trunk in nature. Animals in their habitat. Agama, small dragon, iguana. Brown lizard."
0,mixkit-woman-waving-from-a-pier-at-the-beach-1305.mp4,A woman in a red dress on a wooden pier at a tropical island location.
0,mixkit-plateau-with-ruins-in-the-mountains-9845.mp4,Plateau with ruins in the mountains
0,mixkit-high-view-of-young-people-hiking-43155.mp4,A couple of young hikers walking through a spring forest near a mountain during a morning.
0,mixkit-aerial-view-of-a-beach-with-mountains-44367.mp4,"Aerial panorama of a gulf with a beach surrounded by a forest, a town and mountains covering the horizon, at sunset."
0,mixkit-bee-pollinating-a-yellow-flower-7200.mp4,Bee pollinating a yellow flower
0,mixkit-the-sunset-from-above-the-clouds-18816.mp4,The sunset from above the clouds
0,mixkit-milky-way-moving-and-mountains-silhouette-9616.mp4,Milky way moving and mountains silhouette
0,mixkit-blue-flowers-getting-covered-in-snow-6810.mp4,Blue flowers getting covered in snow
0,mixkit-water-flowing-down-the-rocks-of-a-river-in-nature-38478.mp4,Water flowing down the rocks of a river in nature
0,mixkit-flying-through-a-thick-layer-of-clouds-12281.mp4,Flying through a thick layer of clouds
0,mixkit-waterfall-and-rocks-in-slow-motion-540.mp4,View of a waterfall seen from below.
0,mixkit-sunset-on-the-beach-through-leaves-of-a-palm-tree-44504.mp4,"View of a warm sunset on a peaceful beach, through the leaves of a palm tree that gently moves in the wind."
0,mixkit-aerial-tour-backwards-over-the-sea-at-sunset-44371.mp4,"Air travel backwards over the sea, with a view of the horizon with some hills and the sun about to hide at sunset."
0,mixkit-glowing-sun-through-a-tree-3979.mp4,"Flares in the lens from sunlight seen glowing through the branches of a tree that the air gently moves, with the blue sky in the background."
0,mixkit-undulating-flame-detail-view-3445.mp4,Flame rippling close up view as it goes in and out of focus.
0,mixkit-woman-meditating-sitting-in-a-desert-32753.mp4,"Young woman wearing a red dress with a blue cloth around it, sitting on the ground of a desert plane, surrounded by rocks and the wind moving her clothes."
0,mixkit-forest-covered-by-mist-at-sunrise-from-the-heights-28339.mp4,"Forest with large and dense trees between mountains, and covered by mist, during a dawn, being traveled from the heights."
0,mixkit-beautiful-autumn-forest-at-a-sunny-day-25227.mp4,Beautiful autumn forest at a sunny day
0,mixkit-rainstorm-clouds-approaching-the-desert-9592.mp4,Rainstorm clouds approaching the desert
0,mixkit-landscape-of-a-lake-during-a-red-sunset-5002.mp4,"Traveling above the water of a lake, which reflects the purple and pink of the sunset or dusk sky, revealing the dark silhouettes of the different land formations around it."
0,mixkit-romantic-moment-of-a-couple-on-a-beach-44525.mp4,"A romantic moment of a couple date and hugging each other tightly and lovingly, on the terrace of a beach house overlooking the sea, on a sunny day."
0,mixkit-flying-quickly-over-the-edge-of-a-beach-44380.mp4,"Flying quickly by drone along the shore of a sunny beach with many palm trees, stilt houses, and mountains in the distance."
0,mixkit-flying-over-the-sea-near-a-peninsula-44368.mp4,"Aerial shot of a peninsula covered with trees and vegetation during sunset, from the heights above the sea."
0,mixkit-small-fishing-boat-crossing-the-sunset-18758.mp4,Small fishing boat crossing the sunset
